package,ondiskversion,loadedversion,path,loadedpath,attached,is_base,date,repo,source,md5ok,library
iterators,1.0.13,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/iterators,NA,FALSE,FALSE,2020-10-15,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
janeaustenr,0.1.5,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/janeaustenr,NA,FALSE,FALSE,2017-06-10,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
janitor,2.1.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/janitor,NA,FALSE,FALSE,2021-01-05,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
jpeg,0.1-9,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/jpeg,NA,FALSE,FALSE,2021-07-24,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
jqr,1.2.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/jqr,NA,FALSE,FALSE,2021-05-06,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
jquerylib,0.1.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/jquerylib,NA,FALSE,FALSE,2021-04-26,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
jsonify,1.2.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/jsonify,NA,FALSE,FALSE,2020-06-02,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
jsonlite,1.8.0,1.8.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/jsonlite,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/jsonlite,FALSE,FALSE,2022-02-22,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
jsonvalidate,1.3.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/jsonvalidate,NA,FALSE,FALSE,2021-10-22,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
kableExtra,1.3.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/kableExtra,NA,FALSE,FALSE,2021-02-20,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
KernSmooth,2.23-20,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/KernSmooth,NA,FALSE,FALSE,2021-05-03,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
km.ci,0.5-2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/km.ci,NA,FALSE,FALSE,2009-08-30,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
KMsurv,0.1-5,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/KMsurv,NA,FALSE,FALSE,2012-12-03,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
knitr,1.38.3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/knitr,NA,FALSE,FALSE,2022-04-19,GitHub,Github (yihui/knitr@fc00199f37f4f3dee797492bfe7b161b41b2c6ec),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
labeling,0.4.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/labeling,NA,FALSE,FALSE,2020-10-20,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
labelled,2.9.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/labelled,NA,FALSE,FALSE,2021-10-29,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
languageserver,0.3.12,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/languageserver,NA,FALSE,FALSE,2021-10-19,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
later,1.3.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/later,NA,FALSE,FALSE,2021-08-18,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
lattice,0.20-44,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lattice,NA,FALSE,FALSE,2021-05-02,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
latticeExtra,0.6-29,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/latticeExtra,NA,FALSE,FALSE,2019-12-19,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
lava,1.6.10,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lava,NA,FALSE,FALSE,2021-09-02,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
lazyeval,0.2.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lazyeval,NA,FALSE,FALSE,2019-03-15,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
leafem,0.1.6,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/leafem,NA,FALSE,FALSE,2021-05-24,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
leaflet,2.0.4.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/leaflet,NA,FALSE,FALSE,2021-01-07,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
leaflet.providers,1.9.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/leaflet.providers,NA,FALSE,FALSE,2019-11-09,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
leafpop,0.1.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/leafpop,NA,FALSE,FALSE,2021-05-22,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
leafsync,0.1.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/leafsync,NA,FALSE,FALSE,2019-03-05,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
lhs,1.1.3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lhs,NA,FALSE,FALSE,2021-09-08,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
lifecycle,1.0.1,1.0.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lifecycle,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lifecycle,FALSE,FALSE,2021-09-24,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
link2GI,0.4-7,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/link2GI,NA,FALSE,FALSE,2021-09-03,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
lintr,2.0.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lintr,NA,FALSE,FALSE,2020-02-19,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
listenv,0.8.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/listenv,NA,FALSE,FALSE,2019-12-05,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
listviewer,3.0.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/listviewer,NA,FALSE,FALSE,2019-11-02,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
lme4,1.1-27.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lme4,NA,FALSE,FALSE,2021-06-22,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
lmodel2,1.7-3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lmodel2,NA,FALSE,FALSE,2018-02-05,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
lobstr,1.1.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lobstr,NA,FALSE,FALSE,2019-07-02,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
loo,2.4.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/loo,NA,FALSE,FALSE,2020-12-09,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
lpSolve,5.6.15,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lpSolve,NA,FALSE,FALSE,2020-01-24,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
lubridate,1.8.0,1.8.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lubridate,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lubridate,FALSE,FALSE,2021-10-07,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
lwgeom,0.2-8,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lwgeom,NA,FALSE,FALSE,2021-10-06,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
magick,2.7.3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/magick,NA,FALSE,FALSE,2021-08-18,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
magrittr,2.0.3,2.0.3,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/magrittr,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/magrittr,FALSE,FALSE,2022-03-30,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
maptools,1.1-2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/maptools,NA,FALSE,FALSE,2021-09-07,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
mapview,2.10.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/mapview,NA,FALSE,FALSE,2021-06-05,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
markdown,1.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/markdown,NA,FALSE,FALSE,2019-08-07,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
MASS,7.3-54,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/MASS,NA,FALSE,FALSE,2021-05-03,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
Matrix,1.3-4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/Matrix,NA,FALSE,FALSE,2021-06-01,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
MatrixModels,0.5-0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/MatrixModels,NA,FALSE,FALSE,2021-03-02,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
matrixStats,0.61.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/matrixStats,NA,FALSE,FALSE,2021-09-17,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
maxstat,0.7-25,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/maxstat,NA,FALSE,FALSE,2017-03-02,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
memoise,2.0.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/memoise,NA,FALSE,FALSE,2021-11-26,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
metathis,1.1.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/metathis,NA,FALSE,FALSE,2021-06-29,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
mgcv,1.8-36,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/mgcv,NA,FALSE,FALSE,2021-06-01,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
mime,0.12,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/mime,NA,FALSE,FALSE,2021-09-28,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
miniUI,0.1.1.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/miniUI,NA,FALSE,FALSE,2018-05-18,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
minqa,1.2.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/minqa,NA,FALSE,FALSE,2014-10-09,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
modeldata,0.1.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/modeldata,NA,FALSE,FALSE,2021-07-14,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ModelMetrics,1.2.2.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ModelMetrics,NA,FALSE,FALSE,2020-03-17,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
modelr,0.1.8,0.1.8,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/modelr,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/modelr,FALSE,FALSE,2020-05-19,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
munsell,0.5.0,0.5.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/munsell,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/munsell,FALSE,FALSE,2018-06-12,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
mvtnorm,1.1-3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/mvtnorm,NA,FALSE,FALSE,2021-10-08,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
nabor,0.5.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/nabor,NA,FALSE,FALSE,2018-07-11,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
nflfastR,4.3.0.9002,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/nflfastR,NA,FALSE,FALSE,2021-10-27,GitHub,Github (nflverse/nflfastR@fbae5f94fbdfdf6a7e6862612c968840c23b07b6),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
nflplotR,0.0.0.9012,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/nflplotR,NA,FALSE,FALSE,2021-10-27,GitHub,Github (nflverse/nflplotr@3a2a4e93079af401ec524850a88fce9192a9a676),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
nflreadr,1.1.1.02,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/nflreadr,NA,FALSE,FALSE,2021-10-27,GitHub,Github (nflverse/nflreadr@d69f5825fef73548c7a82dfb86a34a5dd1b0b1c7),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
nflseedR,1.0.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/nflseedR,NA,FALSE,FALSE,2021-04-10,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
nleqslv,3.3.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/nleqslv,NA,FALSE,FALSE,2018-05-17,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
nlme,3.1-152,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/nlme,NA,FALSE,FALSE,2021-02-04,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
nloptr,1.2.2.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/nloptr,NA,FALSE,FALSE,2020-07-02,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
nnet,7.3-16,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/nnet,NA,FALSE,FALSE,2021-05-03,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
numDeriv,2016.8-1.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/numDeriv,NA,FALSE,FALSE,2019-06-06,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
nycflights13,1.0.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/nycflights13,NA,FALSE,FALSE,2021-04-12,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
nzbabynames,0.0.0.9000,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/nzbabynames,NA,FALSE,FALSE,2022-03-19,GitHub,Github (ekothe/nzbabynames@9cd57a9370a852f9c84b46ad5b534629e8a5097f),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
officer,0.4.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/officer,NA,FALSE,FALSE,2021-09-06,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
openfda,1.7.0.9000,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/openfda,NA,FALSE,FALSE,2022-02-22,GitHub,Github (ropenhealth/openfda@ace7ef93199e65dc699645fac0f1830bda3d6bdb),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
openssl,2.0.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/openssl,NA,FALSE,FALSE,2022-03-02,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
openxlsx,4.2.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/openxlsx,NA,FALSE,FALSE,2021-06-16,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
optimx,2021-10.12,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/optimx,NA,FALSE,FALSE,2021-10-13,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
osmdata,0.1.8,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/osmdata,NA,FALSE,FALSE,2021-10-17,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
osrm,3.5.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/osrm,NA,FALSE,FALSE,2021-09-27,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ows4R,0.1-5,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ows4R,NA,FALSE,FALSE,2020-05-27,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
packcircles,0.3.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/packcircles,NA,FALSE,FALSE,2020-12-12,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
packrat,0.7.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/packrat,NA,FALSE,FALSE,2021-08-20,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
pagedown,0.17,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pagedown,NA,FALSE,FALSE,2022-03-02,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
pak,0.1.2.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pak,NA,FALSE,FALSE,2020-11-19,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
paletteer,1.4.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/paletteer,NA,FALSE,FALSE,2021-07-20,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
palmerpenguins,0.1.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/palmerpenguins,NA,FALSE,FALSE,2020-07-23,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
parallelly,1.28.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/parallelly,NA,FALSE,FALSE,2021-09-09,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
parsnip,0.1.7,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/parsnip,NA,FALSE,FALSE,2021-07-21,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
patchwork,1.1.0.9000,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/patchwork,NA,FALSE,FALSE,2022-04-04,GitHub,Github (thomasp85/patchwork@79223d3002e7bd7e715a270685c6507d684b2622),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
pbapply,1.5-0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pbapply,NA,FALSE,FALSE,2021-09-16,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
pbkrtest,0.5.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pbkrtest,NA,FALSE,FALSE,2021-03-09,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
pdftools,3.0.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pdftools,NA,FALSE,FALSE,2021-05-06,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
pharmaRTF,0.1.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pharmaRTF,NA,FALSE,FALSE,2021-09-28,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
pillar,1.7.0,1.7.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pillar,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pillar,FALSE,FALSE,2022-02-01,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
pins,1.0.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pins,NA,FALSE,FALSE,2021-12-15,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
pkgbuild,1.3.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pkgbuild,NA,FALSE,FALSE,2021-12-20,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
pkgcache,1.2.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pkgcache,NA,FALSE,FALSE,2021-05-19,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
pkgconfig,2.0.3,2.0.3,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pkgconfig,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pkgconfig,FALSE,FALSE,2019-09-22,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
pkgdown,2.0.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pkgdown,NA,FALSE,FALSE,2022-01-13,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
pkgload,1.2.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pkgload,NA,FALSE,FALSE,2021-11-30,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
plogr,0.2.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/plogr,NA,FALSE,FALSE,2018-03-25,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
plotly,4.10.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/plotly,NA,FALSE,FALSE,2021-10-09,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
plyr,1.8.6,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/plyr,NA,FALSE,FALSE,2020-03-03,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
png,0.1-7,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/png,NA,FALSE,FALSE,2013-12-03,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
pointblank,0.9.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pointblank,NA,FALSE,FALSE,2021-10-28,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
