package,ondiskversion,loadedversion,path,loadedpath,attached,is_base,date,repo,source,md5ok,library
sf,1.0-3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/sf,NA,FALSE,FALSE,2021-10-07,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
sfheaders,0.4.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/sfheaders,NA,FALSE,FALSE,2020-12-01,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
shapefiles,0.7,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/shapefiles,NA,FALSE,FALSE,2013-01-26,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
shiny,1.7.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/shiny,NA,FALSE,FALSE,2021-10-02,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
shinyjs,2.0.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/shinyjs,NA,FALSE,FALSE,2020-09-09,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
shinystan,2.5.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/shinystan,NA,FALSE,FALSE,2018-05-01,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
shinythemes,1.2.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/shinythemes,NA,FALSE,FALSE,2021-01-25,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
skimr,2.1.3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/skimr,NA,FALSE,FALSE,2021-03-07,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
slider,0.2.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/slider,NA,FALSE,FALSE,2021-07-01,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
snakecase,0.11.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/snakecase,NA,FALSE,FALSE,2019-05-25,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
SnowballC,0.7.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/SnowballC,NA,FALSE,FALSE,2020-04-01,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
sourcetools,0.1.7,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/sourcetools,NA,FALSE,FALSE,2018-04-25,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
sp,1.4-5,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/sp,NA,FALSE,FALSE,2021-01-10,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
spacetime,1.2-5,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/spacetime,NA,FALSE,FALSE,2021-06-14,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
sparkline,2.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/sparkline,NA,FALSE,FALSE,2016-11-12,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
SparseM,1.81,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/SparseM,NA,FALSE,FALSE,2021-02-18,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
spatial,7.3-14,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/spatial,NA,FALSE,FALSE,2021-05-03,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
spData,2.0.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/spData,NA,FALSE,FALSE,2021-10-14,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
spDataLarge,0.5.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/spDataLarge,NA,FALSE,FALSE,2021-11-01,local,local,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
splus2R,1.3-3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/splus2R,NA,FALSE,FALSE,2021-01-30,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
SQUAREM,2021.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/SQUAREM,NA,FALSE,FALSE,2021-01-13,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
StanHeaders,2.21.0-7,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/StanHeaders,NA,FALSE,FALSE,2020-12-17,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
stars,0.5-3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/stars,NA,FALSE,FALSE,2021-06-08,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
starter,0.1.6,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/starter,NA,FALSE,FALSE,2021-09-27,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
stplanr,0.8.3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/stplanr,NA,FALSE,FALSE,2021-07-22,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
stringfish,0.15.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/stringfish,NA,FALSE,FALSE,2021-10-15,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
stringi,1.7.6,1.7.6,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/stringi,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/stringi,FALSE,FALSE,2021-11-29,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
stringr,1.4.0,1.4.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/stringr,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/stringr,TRUE,FALSE,2019-02-10,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
styler,1.6.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/styler,NA,FALSE,FALSE,2021-09-23,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
survival,3.2-11,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/survival,NA,FALSE,FALSE,2021-04-26,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
survminer,0.4.9,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/survminer,NA,FALSE,FALSE,2021-03-09,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
survMisc,0.5.5,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/survMisc,NA,FALSE,FALSE,2018-07-05,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
svglite,2.1.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/svglite,NA,FALSE,FALSE,2022-02-03,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
sys,3.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/sys,NA,FALSE,FALSE,2020-07-23,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
systemfonts,1.0.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/systemfonts,NA,FALSE,FALSE,2022-02-11,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
tensorA,0.36.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tensorA,NA,FALSE,FALSE,2020-11-19,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
terra,1.4-11,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/terra,NA,FALSE,FALSE,2021-10-11,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
tesseract,4.1.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tesseract,NA,FALSE,FALSE,2021-09-18,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
testthat,3.1.3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/testthat,NA,FALSE,FALSE,2022-03-29,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
textshaping,0.3.6,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/textshaping,NA,FALSE,FALSE,2021-10-13,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
thematic,0.1.2.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/thematic,NA,FALSE,FALSE,2021-06-09,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
threejs,0.3.3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/threejs,NA,FALSE,FALSE,2020-01-21,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
tibble,3.1.6,3.1.6,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tibble,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tibble,TRUE,FALSE,2021-11-07,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
tictoc,1.0.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tictoc,NA,FALSE,FALSE,2021-04-19,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
tidycensus,1.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tidycensus,NA,FALSE,FALSE,2021-09-23,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
tidymodels,0.1.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tidymodels,NA,FALSE,FALSE,2021-10-01,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
tidyr,1.2.0,1.2.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tidyr,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tidyr,TRUE,FALSE,2022-02-01,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
tidyselect,1.1.2,1.1.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tidyselect,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tidyselect,FALSE,FALSE,2022-02-21,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
tidytext,0.3.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tidytext,NA,FALSE,FALSE,2021-09-30,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
tidytuesdaymeta,0.1.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tidytuesdaymeta,NA,FALSE,FALSE,2021-12-21,local,local,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
tidytuesdayR,1.0.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tidytuesdayR,NA,FALSE,FALSE,2020-07-10,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
tidyverse,1.3.1,1.3.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tidyverse,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tidyverse,TRUE,FALSE,2021-04-15,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
tigris,1.5,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tigris,NA,FALSE,FALSE,2021-09-23,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
timeDate,3043.102,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/timeDate,NA,FALSE,FALSE,2018-02-21,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
tinytex,0.38,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tinytex,NA,FALSE,FALSE,2022-03-29,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
tmap,3.3-2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tmap,NA,FALSE,FALSE,2021-06-16,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
tmaptools,3.1-1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tmaptools,NA,FALSE,FALSE,2021-01-19,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
tokenizers,0.2.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tokenizers,NA,FALSE,FALSE,2018-03-29,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
tomtom,0.1.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tomtom,NA,FALSE,FALSE,2022-04-18,GitHub,Github (jthomasmock/tomtom@c76aa0140061cf8e5a832255ae81d32f06a8fee9),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
triebeard,0.3.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/triebeard,NA,FALSE,FALSE,2016-08-04,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
TTR,0.24.3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/TTR,NA,FALSE,FALSE,2021-12-12,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
tune,0.1.6,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tune,NA,FALSE,FALSE,2021-07-21,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
tweenr,1.0.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tweenr,NA,FALSE,FALSE,2021-03-23,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
tweetrmd,0.0.9,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tweetrmd,NA,FALSE,FALSE,2022-04-18,GitHub,Github (gadenbuie/tweetrmd@075102b6a02fa4ea26741a9db7ca8afd728350a1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
tzdb,0.2.0,0.2.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tzdb,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/tzdb,FALSE,FALSE,2021-10-27,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
units,0.7-2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/units,NA,FALSE,FALSE,2021-06-08,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
urlchecker,1.0.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/urlchecker,NA,FALSE,FALSE,2021-11-30,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
urltools,1.7.3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/urltools,NA,FALSE,FALSE,2019-04-14,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
usemodels,0.1.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/usemodels,NA,FALSE,FALSE,2020-11-17,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
usethis,2.1.5.9000,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/usethis,NA,FALSE,FALSE,2022-04-14,GitHub,Github (r-lib/usethis@3a7f697ff0e83b2b7b48c138806a174e19f3358f),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
utf8,1.2.2,1.2.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/utf8,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/utf8,FALSE,FALSE,2021-07-24,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
uuid,0.1-4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/uuid,NA,FALSE,FALSE,2020-02-26,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
V8,3.4.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/V8,NA,FALSE,FALSE,2021-05-01,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
vctrs,0.4.0,0.4.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/vctrs,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/vctrs,FALSE,FALSE,2022-03-30,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
vip,0.3.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/vip,NA,FALSE,FALSE,2020-12-17,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
vipor,0.4.5,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/vipor,NA,FALSE,FALSE,2017-03-22,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
viridis,0.6.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/viridis,NA,FALSE,FALSE,2021-10-13,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
viridisLite,0.4.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/viridisLite,NA,FALSE,FALSE,2021-04-13,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
visNetwork,2.1.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/visNetwork,NA,FALSE,FALSE,2021-09-29,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
vroom,1.5.5,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/vroom,NA,FALSE,FALSE,2021-09-14,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
waldo,0.4.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/waldo,NA,FALSE,FALSE,2022-03-16,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
warp,0.2.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/warp,NA,FALSE,FALSE,2020-10-21,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
wdman,0.2.5,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/wdman,NA,FALSE,FALSE,2020-01-31,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
webshot,0.5.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/webshot,NA,FALSE,FALSE,2019-11-22,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
webshot2,0.0.0.9000,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/webshot2,NA,FALSE,FALSE,2022-04-06,GitHub,Github (rstudio/webshot2@6cc8950c43f992e5ed325410e9ade17f86aecde9),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
websocket,1.4.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/websocket,NA,FALSE,FALSE,2021-08-18,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
whisker,0.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/whisker,NA,FALSE,FALSE,2019-08-28,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
widgetframe,0.3.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/widgetframe,NA,FALSE,FALSE,2017-12-20,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
withr,2.5.0,2.5.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/withr,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/withr,FALSE,FALSE,2022-03-03,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
wk,0.5.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/wk,NA,FALSE,FALSE,2021-07-13,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
workflows,0.2.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/workflows,NA,FALSE,FALSE,2021-10-12,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
workflowsets,0.1.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/workflowsets,NA,FALSE,FALSE,2021-07-22,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
writexl,1.4.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/writexl,NA,FALSE,FALSE,2021-04-20,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
xaringan,0.22,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/xaringan,NA,FALSE,FALSE,2021-06-23,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
xaringanExtra,0.5.5,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/xaringanExtra,NA,FALSE,FALSE,2021-10-27,GitHub,Github (gadenbuie/xaringanExtra@cc1f613b6c41fc1ee8d14e66e5b0b237703fb75f),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
xfun,0.30,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/xfun,NA,FALSE,FALSE,2022-03-02,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
xgboost,1.4.1.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/xgboost,NA,FALSE,FALSE,2021-04-22,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
XML,3.99-0.8,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/XML,NA,FALSE,FALSE,2021-09-17,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
xml2,1.3.3,1.3.3,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/xml2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/xml2,FALSE,FALSE,2021-11-30,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
xmlparsedata,1.0.5,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/xmlparsedata,NA,FALSE,FALSE,2021-03-06,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
xopen,1.0.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/xopen,NA,FALSE,FALSE,2018-09-17,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
xtable,1.8-4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/xtable,NA,FALSE,FALSE,2019-04-21,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
xts,0.12.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/xts,NA,FALSE,FALSE,2020-09-09,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
yaml,2.3.5,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/yaml,NA,FALSE,FALSE,2022-02-21,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
yardstick,0.0.8,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/yardstick,NA,FALSE,FALSE,2021-03-28,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
yulab.utils,0.0.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/yulab.utils,NA,FALSE,FALSE,2021-10-09,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
zip,2.2.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/zip,NA,FALSE,FALSE,2021-05-31,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
